,난민 지위,전쟁 난민 인원 현황
103905,G / FA,4
103906,U / FA,7
103907,U / AR,1
103908,U / FI,9
103909,G / FI,0
103910,G / FI,54
103911,G / FI,35
103912,G / RA,0
103913,G / AR,26
103914,G / FI,21
103915,G / FI,23
103916,G / FI,0
103917,G / JR,0
103918,G / FI,2
103919,G / FA,6
103920,G / FI,2
103921,G / FI,183
103922,G / AR,23
103923,G / FI,37
103924,G / RA,0
103925,U / FI,0
103926,G / FA,0
103927,G / FI,0
103928,U / FI,1
103929,U / FI,0
103930,U / AR,1
103931,U / FI,4
103932,U / FI,72
103933,U / RA,0
103934,G / FA,0
103935,G / FI,0
103936,G / JR,0
103937,G / EO,161
103938,G / IN,109
103939,G / AR,0
103940,G / FI,14
103941,G / FI,1
103942,G / AR,1
103943,G / FI,1
103944,G / FI,4
103945,G / AR,7
103946,G / FI,42
103947,G / FA,0
103948,G / FI,38
103949,G / JR,11
103950,G / RA,9
103951,U / FI,0
103952,G / FI,9
103953,G / RA,0
103954,G / FI,0
103955,G / FI,7
103956,G / FI,12
103957,G / FI,6
103958,G / JR,0
103959,G / NA,29
103960,G / RA,0
103961,G / AR,24
103962,G / FI,23
103963,U / FI,1
103964,G / FI,1
103965,G / FI,1
103966,G / AR,392
103967,G / FI,199
103968,G / RA,0
103969,G / AR,18
103970,G / FI,91
103971,G / AR,12
103972,G / FI,7
103973,U / AR,2
103974,G / FI,0
103975,G / FI,3
103976,G / RA,0
103977,U / AR,2
103978,U / FI,786
103979,U / AR,103
103980,U / FI,4003
103981,G / AR,0
103982,G / SP,4
103983,G / FI,4
103984,U / FI,0
103985,G / AR,302
103986,G / FI,295
103987,G / JR,2
103988,G / FI,2
103989,G / FA,15
103990,G / JR,2
103991,U / FI,96
103992,G / FI,0
103993,G / FA,1
103994,U / AR,507
103995,U / FI,14304
103996,G / FI,19
103997,G / JR,2
103998,G / RA,0
103999,G / AR,20
104000,G / FI,24
104001,G / RA,0
104002,U / FI,29
104003,G / FI,4
104004,G / FI,3
104005,U / FI,9
104006,G / FI,5
104007,G / FI,0
104008,G / FI,3
104009,G / JR,1
104010,U / FI,2
104011,G / FI,1
104012,G / FI,1
104013,G / AR,0
104014,G / FI,6
104015,G / RA,0
104016,G / FI,1050
104017,U / AR,0
104018,U / FI,10
104019,G / FI,2
104020,G / JR,1
104021,G / EO,49
104022,G / IN,80
104023,U / FI,0
104024,G / AR,0
104025,G / FA,0
104026,G / FI,11
104027,G / JR,1
104028,G / RA,1
104029,G / FI,1
104030,G / FI,2
104031,G / AR,0
104032,G / FI,24
104033,G / RA,0
104034,G / JR,0
104035,G / NA,641
104036,G / RA,227
104037,G / AR,0
104038,G / FI,3
104039,G / RA,0
104040,G / FI,1
104041,G / FI,6
104042,G / AR,225
104043,G / FI,150
104044,G / RA,0
104045,G / FI,1
104046,G / FI,0
104047,G / FI,4
104048,G / RA,0
104049,G / FI,34
104050,G / AR,117
104051,G / FI,136
104052,G / JR,20
104053,G / RA,9
104054,G / FI,13
104055,G / AR,9
104056,G / FI,8
104057,G / FI,1
104058,G / AR,42
104059,G / FI,91
104060,G / RA,6
104061,G / AR,11
104062,G / FI,28
104063,G / FA,0
104064,G / FI,21
104065,G / JR,10
104066,G / RA,5
104067,G / FI,0
104068,G / AR,0
104069,G / FI,37
104070,G / AR,0
104071,G / FI,87
104072,G / RA,0
104073,G / AR,0
104074,G / FI,20
104075,G / RA,0
104076,G / JR,0
104077,G / NA,231
104078,G / RA,4
104079,G / FI,0
104080,G / FI,0
104081,G / FI,1
104082,G / AR,159
104083,G / FI,132
104084,G / RA,0
104085,G / AR,9
104086,G / FI,28
104087,G / RA,0
104088,G / AR,2
104089,G / FI,1
104090,G / FI,7
104091,G / AR,0
104092,G / FI,1
104093,G / SP,6
104094,G / FA,0
104095,G / FI,305
104096,G / JR,20
104097,G / AR,7
104098,G / FI,9
104099,G / RA,0
104100,G / AR,2
104101,G / FI,9
104102,G / RA,0
104103,G / FI,4
104104,G / RA,0
104105,G / FI,2
104106,G / AR,316
104107,G / FI,431
104108,G / RA,0
104109,U / FI,23
104110,G / FI,1
104111,G / JR,0
104112,G / EO,109
104113,G / IN,60
104114,G / FI,1
104115,G / FI,0
104116,G / FI,6
104117,U / FI,0
104118,G / JR,0
104119,G / NA,6
104120,G / FI,3
104121,G / FI,0
104122,G / AR,0
104123,G / FI,2
104124,G / AR,0
104125,G / FI,3
104126,G / FI,0
104127,J / FI,10
104128,U / FI,6
104129,G / FA,1
104130,G / FI,2
104131,G / AR,1
104132,G / FI,1
104133,G / AR,3
104134,G / FI,3
104135,G / FI,0
104136,G / JR,0
104137,G / IN,1
104138,G / AR,776
104139,G / FI,1567
104140,G / FI,22
104141,G / AR,0
104142,G / FA,0
104143,G / FI,231
104144,G / JR,111
104145,G / RA,70
104146,G / FI,1
104147,G / RA,0
104148,G / FI,0
104149,G / AR,4
104150,G / FI,21
104151,G / AR,0
104152,G / FI,55
104153,G / RA,0
104154,J / FA,0
104155,U / AR,2
104156,U / FI,3
104157,G / FA,0
104158,G / JR,0
104159,G / NA,100
104160,G / RA,7
104161,G / AR,2
104162,G / FI,1
104163,U / FI,0
104164,G / FI,0
104165,G / FI,6
104166,G / RA,0
104167,G / AR,1152
104168,G / FI,814
104169,G / RA,0
104170,G / FA,21
104171,G / AR,0
104172,G / FI,3
104173,G / AR,84
104174,G / FI,55
104175,G / FI,2
104176,G / FI,33
104177,G / RA,0
104178,G / SP,1
104179,G / FI,68
104180,G / RA,0
104181,G / FA,0
104182,G / FI,4
104183,U / FI,2
104184,G / FI,0
104185,G / FA,0
104186,G / FA,2
104187,G / FI,0
104188,U / AR,1
104189,G / FI,3
104190,G / AR,9
104191,G / FI,5
104192,G / FI,1
104193,G / JR,0
104194,G / FA,2
104195,G / FI,8
104196,G / AR,5
104197,G / FI,11
104198,U / AR,0
104199,G / FA,0
104200,U / AR,1
104201,U / FI,2
104202,U / AR,1
104203,U / FI,2
104204,G / JR,0
104205,G / EO,56
104206,G / IN,110
104207,G / FI,0
104208,G / FI,0
104209,G / FI,0
104210,G / AR,3
104211,G / FI,16
104212,G / FA,0
104213,G / FI,7
104214,G / JR,6
104215,G / RA,1
104216,G / AR,1
104217,G / FI,1
104218,U / AR,0
104219,U / FI,1
104220,G / NA,0
104221,G / FI,0
104222,G / FI,8
104223,G / FI,0
104224,G / AR,4
104225,G / FI,4
104226,G / AR,5
104227,G / FI,62
104228,G / RA,0
104229,G / AR,0
104230,G / FI,18
104231,G / SP,12
104232,G / FI,6
104233,G / EO,5
104234,G / IN,4
104235,G / AR,1
104236,G / FI,0
104237,G / FI,1
104238,G / JR,1
104239,G / FI,0
104240,G / FI,7
104241,G / JR,0
104242,G / NA,4
104243,G / RA,1
104244,G / FI,0
104245,G / FI,1
104246,G / FI,0
104247,G / AR,27
104248,G / FI,123
104249,G / RA,0
104250,G / FI,0
104251,G / AR,7
104252,G / FI,66
104253,G / SP,18
104254,G / FI,1
104255,U / AR,1
104256,U / FI,2
104257,G / FI,1
104258,G / FI,4
104259,G / FI,1
104260,G / AR,1
104261,G / FI,2
104262,G / EO,0
104263,G / IN,5
104264,G / AR,2048
104265,G / FI,2773
104266,G / AR,88
104267,G / FI,241
104268,G / FI,0
104269,G / AR,2
104270,G / FI,10
104271,G / FI,0
104272,G / NA,0
104273,G / AR,1
104274,G / FI,1
104275,G / AR,1
104276,G / FI,1
104277,G / AR,12
104278,G / FI,51
104279,G / RA,0
104280,U / FI,1
104281,G / AR,9
104282,G / FI,7
104283,G / SP,0
104284,G / FI,0
104285,G / FI,4
104286,G / FI,1
104287,G / FI,2
104288,G / AR,2
104289,G / FI,3
104290,G / FI,3
104291,G / FI,0
104292,G / FI,0
104293,G / AR,7
104294,G / FI,0
104295,U / FI,1
104296,G / EO,25
104297,G / IN,30
104298,G / FI,1
104299,G / AR,0
104300,G / FI,1
104301,G / FI,1
104302,G / JR,1
104303,G / FI,0
104304,G / FI,0
104305,G / AR,4
104306,G / FI,179
104307,G / JR,0
104308,G / NA,0
104309,G / RA,0
104310,G / AR,8
104311,G / FI,19
104312,U / AR,5
104313,G / FI,1
104314,U / FI,2
104315,G / FI,0
104316,G / FI,2
104317,G / FI,0
104318,U / RA,1
104319,U / FI,1
104320,G / EO,0
104321,G / IN,0
104322,G / AR,1
104323,G / FI,1
104324,G / FA,0
104325,G / FI,82
104326,G / JR,69
104327,G / RA,15
104328,G / FI,9
104329,G / FI,3
104330,G / RA,0
104331,G / FI,13
104332,G / AR,0
104333,G / FI,44
104334,G / RA,0
104335,U / FI,0
104336,J / FA,0
104337,U / AR,3
104338,U / FI,4
104339,G / FI,0
104340,G / JR,0
104341,G / NA,176
104342,G / RA,5
104343,G / FI,0
104344,G / FI,0
104345,U / AR,5
104346,U / FI,4
104347,U / AR,1
104348,U / FI,2
104349,U / RA,0
104350,G / FI,2
104351,G / FI,3
104352,G / AR,19
104353,G / FI,10
104354,G / FA,1
104355,G / AR,0
104356,G / FI,4
104357,G / FI,4
104358,G / AR,6
104359,G / FI,2
104360,U / FI,1
104361,G / FI,1
104362,G / FI,1
104363,G / AR,0
104364,G / SP,5
104365,G / FI,75
104366,G / RA,0
104367,G / FI,0
104368,G / FI,0
104369,U / AR,7
104370,U / FI,30
104371,G / FI,6
104372,G / JR,1
104373,G / RA,0
104374,G / AR,19
104375,G / FI,6
104376,G / RA,0
104377,G / FI,0
104378,G / FI,0
104379,G / FA,0
104380,G / FI,1
104381,G / AR,3
104382,G / FI,9
104383,U / FI,9
104384,G / EO,18
104385,G / IN,14
104386,G / AR,0
104387,G / FI,116
104388,G / FI,2
104389,G / FI,16
104390,G / AR,42
104391,G / FI,61
104392,G / FA,0
104393,G / FI,125
104394,G / JR,58
104395,G / RA,32
104396,G / FI,24
104397,G / FI,12
104398,G / RA,0
104399,G / FI,1
104400,G / FI,88
104401,G / AR,176
104402,G / FI,633
104403,G / AR,0
104404,G / FI,1008
104405,G / RA,0
104406,U / AR,10
104407,U / FI,70
104408,J / FA,0
104409,U / AR,0
104410,U / FI,3
104411,U / FI,0
104412,G / FI,0
104413,G / AR,2
104414,G / FI,8
104415,G / AR,8
104416,G / FI,11
104417,G / RA,0
104418,U / FI,4
104419,G / FI,33
104420,G / RA,0
104421,G / JR,0
104422,G / NA,1217
104423,G / RA,47
104424,G / AR,49
104425,G / FI,38
104426,U / AR,12
104427,U / FI,34
104428,U / RA,1
104429,U / AR,10
104430,U / FI,67
104431,U / RA,0
104432,G / FI,200
104433,G / FI,1
104434,G / FI,241
104435,G / RA,0
104436,G / AR,962
104437,G / FI,852
104438,G / RA,0
104439,G / FA,1
104440,G / AR,293
104441,G / FI,1411
104442,G / RA,2
104443,G / FI,6
104444,G / JR,3
104445,G / FI,6
104446,G / FI,0
104447,G / AR,746
104448,G / FI,645
104449,U / AR,0
104450,U / FI,3
104451,U / RA,0
104452,G / FI,40
104453,G / JR,5
104454,G / FI,294
104455,G / RA,0
104456,U / AR,1
104457,U / FI,0
104458,U / AR,29
104459,U / FI,82
104460,G / AR,64
104461,G / FI,129
104462,G / SP,339
104463,G / FI,5
104464,G / FI,5160
104465,G / RA,0
104466,U / FI,0
104467,G / AR,41
104468,G / FI,69
104469,J / FI,3
104470,U / AR,1
104471,U / FI,12
104472,G / FA,136
104473,U / FI,0
104474,J / FI,2
104475,U / FI,0
104476,G / FI,0
104477,U / FI,0
104478,G / FI,5
104479,G / AR,15
104480,G / FI,75
104481,G / JR,9
104482,G / FI,2
104483,U / AR,100
104484,U / FI,630
104485,G / FI,1
104486,G / JR,0
104487,G / FI,0
104488,G / FA,4
104489,G / FI,0
104490,G / AR,25
104491,G / FI,96
104492,G / FA,31
104493,U / FA,14
104494,U / AR,2
104495,U / FI,6
104496,G / FI,2
104497,G / FI,8
104498,G / FI,196
104499,G / JR,30
104500,G / RA,0
104501,G / AR,455
104502,G / FI,388
104503,G / RA,0
104504,U / FI,8
104505,G / FI,1
104506,G / FI,6
104507,G / FI,0
104508,G / AR,0
104509,G / FI,4
104510,G / RA,0
104511,G / FI,8
104512,G / FI,8
104513,G / JR,1
104514,G / RA,0
104515,G / FI,2
104516,G / TA,2
104517,G / FI,1
104518,U / FI,0
104519,G / FA,0
104520,G / FI,0
104521,G / FI,216
104522,U / FI,0
104523,G / FI,2
104524,G / FI,16
104525,G / AR,304
104526,G / FI,439
104527,G / RA,0
104528,U / AR,0
104529,U / FI,1
104530,J / FI,0
104531,G / FA,0
104532,G / FI,0
104533,U / FI,2
104534,U / AR,1
104535,U / FI,1
104536,U / AR,4
104537,U / FI,60
104538,G / FA,1
104539,G / FI,6
104540,G / JR,0
104541,G / FI,0
104542,G / EO,235
104543,G / IN,118
104544,G / FI,0
104545,U / FI,5
104546,G / AR,2200
104547,G / FI,7715
104548,G / AR,0
104549,G / FI,3
104550,G / FI,0
104551,G / FI,13
104552,G / FI,0
104553,G / FI,1
104554,G / AR,2
104555,G / FI,13
104556,G / JR,0
104557,G / NA,0
104558,G / FI,0
104559,G / FI,1
104560,G / FI,1
104561,G / FI,1
104562,G / FI,0
104563,G / FA,8
104564,G / FI,7
104565,G / FI,0
104566,G / FI,3
104567,G / AR,9
104568,G / FI,19
104569,G / RA,0
104570,G / EO,224
104571,G / IN,41
104572,G / FI,0
104573,G / EO,4
104574,G / FI,0
104575,G / FA,0
104576,G / FI,4
104577,G / RA,0
104578,G / FI,17
104579,G / FI,1
104580,G / JR,0
104581,G / NA,3
104582,G / FI,1
104583,G / FI,0
104584,G / FI,2
104585,G / RA,0
104586,G / AR,1
104587,G / FI,1
104588,G / FI,4
104589,G / EO,0
104590,G / IN,2
104591,G / AR,1
104592,G / FI,0
104593,G / FI,5
104594,G / FI,0
104595,G / FI,3
104596,G / FI,0
104597,G / FI,3
104598,G / RA,0
104599,G / EO,0
104600,G / FI,0
104601,G / AR,155
104602,G / FI,248
104603,G / FA,0
104604,G / FI,0
104605,U / FI,2
104606,G / FI,92
104607,G / JR,106
104608,G / RA,9
104609,G / FI,0
104610,J / FI,1
104611,G / FI,0
104612,G / AR,1
104613,G / FI,43
104614,G / AR,0
104615,G / FI,28
104616,G / RA,0
104617,G / FI,84
104618,G / FI,51
104619,G / AR,2
104620,G / FI,2
104621,G / FI,1
104622,G / JR,0
104623,G / NA,16
104624,G / RA,2
104625,G / AR,1
104626,G / FI,4
104627,G / FI,2
104628,G / FI,2
104629,G / AR,97
104630,G / FI,49
104631,G / RA,0
104632,G / AR,19
104633,G / FI,47
104634,G / RA,1
104635,G / AR,11
104636,G / FI,10
104637,G / FI,0
104638,U / AR,1
104639,U / FI,2
104640,U / RA,0
104641,G / FI,1
104642,G / RA,0
104643,U / FI,17
104644,G / AR,1
104645,G / FI,6
104646,G / SP,22
104647,G / FI,36
104648,G / RA,0
104649,G / AR,221
104650,G / FI,711
104651,G / FA,94
104652,G / FI,1
104653,G / AR,2
104654,G / FI,0
104655,G / JR,1
104656,U / FI,1
104657,G / FI,0
104658,U / AR,1
104659,U / FI,1
104660,G / FI,55
104661,G / JR,11
104662,G / RA,0
104663,G / AR,12
104664,G / FI,4
104665,G / RA,0
104666,G / FI,7
104667,G / FI,5
104668,G / FI,0
104669,G / FI,7
104670,G / AR,4
104671,G / FI,2
104672,G / RA,0
104673,G / FI,1
104674,G / JR,3
104675,G / RA,0
104676,G / TA,2
104677,G / FA,0
104678,G / AR,8
104679,G / FI,13
104680,G / RA,0
104681,U / FI,3
104682,U / AR,1
104683,U / FI,1
104684,U / FI,2
104685,G / FI,0
104686,G / JR,0
104687,G / EO,606
104688,G / IN,606
104689,G / AR,1
104690,G / FI,14
104691,G / AR,1
104692,G / FI,3
104693,G / FI,0
104694,U / FI,0
104695,G / FI,1
104696,G / FI,0
104697,G / FI,3
104698,G / NA,0
104699,G / FI,0
104700,U / FI,0
104701,G / FI,2
104702,U / FI,0
104703,U / FI,0
104704,G / FI,1
104705,U / FI,1
104706,G / IN,0
104707,U / AR,0
104708,U / FI,32
104709,G / FI,1
104710,G / FI,13
104711,G / AR,312
104712,G / FI,991
104713,G / FA,0
104714,G / FI,101
104715,U / FI,50
104716,G / FI,1
104717,G / FI,572
104718,G / JR,266
104719,G / RA,147
104720,G / FI,2
104721,G / FI,114
104722,G / RA,0
104723,U / FI,1
104724,G / FI,2
104725,G / FI,5
104726,G / JR,1
104727,G / FI,3
104728,G / FI,8
104729,G / AR,69
104730,G / FI,1097
104731,G / AR,0
104732,G / FI,166
104733,G / RA,0
104734,U / AR,0
104735,U / FI,7
104736,G / FI,4
104737,G / FI,0
104738,G / AR,14
104739,G / FI,84
104740,G / RA,0
104741,U / FI,4
104742,G / FI,5
104743,G / RA,0
104744,G / JR,0
104745,G / NA,2896
104746,G / RA,143
104747,G / AR,42
104748,G / FI,35
104749,U / FI,2
104750,G / FI,105
104751,G / FI,35
104752,G / RA,0
104753,J / FI,1
104754,G / AR,2141
104755,G / FI,1694
104756,G / RA,0
104757,G / AR,1218
104758,G / FI,3815
104759,G / RA,34
104760,G / FI,8
104761,G / JR,2
104762,G / FI,8
104763,G / AR,5867
104764,G / FI,3814
104765,U / AR,8
104766,U / FI,25
104767,U / RA,0
104768,G / FI,33
104769,G / JR,1
104770,G / FI,419
104771,G / RA,0
104772,U / AR,4
104773,U / FI,487
104774,U / FI,1
104775,G / AR,23
104776,G / FI,141
104777,G / SP,165
104778,U / FI,0
104779,U / FI,0
104780,G / FI,0
104781,G / FI,4662
104782,G / RA,0
104783,U / FI,5
104784,G / AR,173
104785,G / FI,185
104786,J / FI,4
104787,U / AR,0
104788,U / FI,6
104789,G / FI,3
104790,G / FI,4
104791,G / FA,392
104792,G / JR,2
104793,U / FI,0
104794,U / AR,2
104795,U / FI,1
104796,J / FI,0
104797,G / FI,1
104798,U / AR,92
104799,U / FI,910
104800,G / FI,4
104801,G / FI,2
104802,G / RA,1
104803,U / AR,1
104804,U / FI,1
104805,G / FI,1
104806,G / JR,1
104807,G / FI,0
104808,G / FA,55
104809,G / FI,5
104810,G / AR,3
104811,G / FI,5
104812,G / FA,21
104813,U / AR,42
104814,U / FI,438
104815,G / FI,1
104816,G / FI,2
104817,G / FI,156
104818,G / JR,23
104819,G / RA,0
104820,G / AR,178
104821,G / FI,144
104822,G / RA,0
104823,U / AR,75
104824,U / FI,202
104825,G / AR,4
104826,G / FI,86
104827,G / FI,23
104828,U / FI,1
104829,G / FI,1
104830,G / FI,1
104831,G / FI,6
104832,G / FI,46
104833,G / AR,9
104834,G / FI,46
104835,G / RA,0
104836,G / FI,24
104837,U / FI,1
104838,G / FI,32
104839,G / JR,27
104840,G / RA,0
104841,G / FI,4
104842,G / TA,1
104843,U / FI,5
104844,G / FI,1
104845,G / FI,11
104846,G / RA,0
104847,G / FI,24
104848,G / RA,0
104849,G / AR,207
104850,G / FI,271
104851,G / RA,0
104852,U / AR,17
104853,U / FI,26
104854,U / RA,0
104855,U / FI,820
104856,U / AR,14
104857,U / RA,0
104858,U / AR,13
104859,U / FI,3
104860,U / AR,0
104861,U / FI,311
104862,G / FA,21
104863,G / FI,14
104864,G / JR,6
104865,G / EO,328
104866,G / IN,292
104867,G / FI,0
104868,G / AR,80
104869,G / FI,2606
104870,G / FI,0
104871,G / FI,4
104872,G / FI,1
104873,G / FI,1
104874,G / FI,2
104875,G / EO,0
104876,G / IN,1
104877,G / FI,6
104878,G / AR,3
104879,G / FI,19
104880,G / FI,0
104881,G / FI,0
104882,G / AR,3
104883,G / FI,69
104884,G / FI,2
104885,G / RA,0
104886,G / FI,0
104887,G / AR,1
104888,G / FI,0
104889,G / JR,0
104890,G / NA,1
104891,G / AR,1
104892,G / FI,1
104893,G / FI,7
104894,G / FI,1
104895,G / AR,46
104896,G / FI,58
104897,G / RA,0
104898,G / FI,2
104899,G / AR,1
104900,G / FI,1
104901,U / FI,0
104902,G / FI,15
104903,G / FI,9
104904,G / FA,1
104905,G / AR,2
104906,G / FI,2
104907,G / RA,0
104908,G / FI,1
104909,G / FI,1
104910,G / AR,12
104911,G / FI,15
104912,G / RA,0
104913,G / FI,3
104914,G / EO,195
104915,G / IN,92
104916,G / FI,0
104917,G / FI,0
104918,G / AR,25
104919,G / FI,49
104920,G / FI,1
104921,G / JR,2
104922,G / FI,1
104923,G / FI,1
104924,G / AR,10
104925,G / FI,65
104926,U / FI,1
104927,G / AR,16
104928,G / FI,34
104929,G / RA,0
104930,G / FI,0
104931,G / JR,0
104932,G / NA,1
104933,G / FI,2
104934,U / FI,1
104935,G / FI,6
104936,G / FI,1
104937,G / AR,3
104938,G / FI,5
104939,G / AR,15
104940,G / FI,38
104941,G / AR,42
104942,G / FI,63
104943,U / AR,1
104944,U / FI,17
104945,U / RA,0
104946,U / AR,1
104947,U / FI,0
104948,G / FI,1
104949,G / SP,1
104950,U / FI,0
104951,G / FI,10
104952,U / FI,2
104953,G / FI,67
104954,G / FA,7
104955,U / FI,2
104956,U / FI,1
104957,U / AR,2
104958,U / FI,2
104959,U / AR,0
104960,U / FI,2
104961,G / FI,2
104962,G / AR,7
104963,G / FI,10
104964,G / FI,3
104965,G / FI,11
104966,G / JR,7
104967,G / RA,0
104968,G / FI,1
104969,G / AR,5
104970,G / FI,13
104971,G / RA,0
104972,U / AR,12
104973,U / FI,30
104974,U / RA,2
104975,U / FI,2
104976,U / FI,1
104977,G / EO,169
104978,G / IN,25
104979,G / AR,1
104980,G / FI,0
104981,G / JR,0
104982,G / FI,1
104983,G / FI,0
104984,G / AR,11
104985,G / FI,110
104986,G / FI,0
104987,G / FI,1
104988,G / AR,1
104989,G / AR,0
104990,G / FI,1
104991,G / IN,0
104992,G / AR,0
104993,G / FI,2
104994,G / FA,0
104995,G / FI,2
104996,G / AR,1
104997,G / FI,90
104998,G / FI,9
104999,G / RA,0
105000,G / FI,1
105001,G / JR,0
105002,G / NA,5
105003,G / RA,1
105004,G / AR,0
105005,G / FI,4
105006,G / AR,0
105007,G / FI,165
105008,U / FI,0
105009,G / FI,1
105010,G / JR,1
105011,G / FI,1
105012,G / RA,0
105013,G / AR,2
105014,G / FI,4
105015,G / AR,3
105016,G / FI,6
105017,G / FI,1
105018,G / EO,10
105019,G / IN,21
105020,G / FI,0
105021,G / AR,1
105022,G / FI,3
105023,G / FI,23
105024,G / JR,1
105025,G / RA,1
105026,G / JR,3
105027,G / AR,3
105028,G / FI,515
105029,G / FI,1
105030,G / FI,1
105031,G / JR,0
105032,G / NA,10
105033,G / RA,0
105034,G / AR,0
105035,G / FI,1
105036,G / FI,0
105037,G / FI,2
105038,G / AR,24
105039,G / FI,37
105040,G / RA,0
105041,G / AR,6
105042,G / FI,33
105043,G / RA,0
105044,U / FI,1
105045,G / FI,0
105046,G / FI,35
105047,G / JR,22
105048,G / RA,0
105049,G / AR,1
105050,G / FI,0
105051,G / FI,11
105052,G / TA,30
105053,G / AR,5
105054,G / FI,0
105055,G / RA,0
105056,G / EO,0
105057,G / IN,0
105058,G / FI,0
105059,G / AR,1
105060,G / FI,1
105061,G / FI,0
105062,G / FI,1
105063,G / FI,0
105064,G / AR,3
105065,G / FI,17
105066,G / FI,1
105067,G / RA,0
105068,G / JR,0
105069,G / NA,1
105070,G / FI,1
105071,G / AR,0
105072,G / FI,6
105073,G / AR,1
105074,G / FI,1
105075,G / TA,1
105076,G / EO,0
105077,G / IN,1
105078,G / FI,6
105079,G / FI,0
105080,G / AR,1
105081,G / FI,1
105082,G / AR,1
105083,G / FI,1
105084,G / FI,1
105085,G / AR,2
105086,G / FI,1
105087,G / EO,0
105088,G / IN,4
105089,U / FI,1
105090,G / FI,2
105091,G / FI,1
105092,G / AR,0
105093,G / FI,57
105094,G / FI,20
105095,G / JR,17
105096,G / FI,3
105097,G / FI,1
105098,G / FI,1
105099,G / FI,103
105100,G / AR,4
105101,G / FI,68
105102,G / AR,0
105103,G / FI,0
105104,U / FI,4
105105,J / FA,0
105106,U / FA,0
105107,G / AR,18
105108,G / FI,1
105109,G / RA,0
105110,U / FI,49
105111,G / JR,0
105112,G / NA,204
105113,G / RA,1
105114,U / FI,30
105115,U / RA,0
105116,U / FI,13
105117,G / FI,104
105118,G / FI,2
105119,G / FI,0
105120,G / AR,13
105121,G / FI,121
105122,G / RA,0
105123,G / AR,29
105124,G / FI,158
105125,G / RA,1
105126,G / FI,2
105127,G / JR,0
105128,G / FI,0
105129,G / AR,117
105130,G / FI,232
105131,U / RA,1
105132,G / FI,11
105133,G / JR,1
105134,G / FI,869
105135,G / RA,0
105136,U / AR,0
105137,U / FI,169
105138,U / FI,18
105139,G / AR,0
105140,G / FI,10
105141,G / SP,12
105142,U / FI,0
105143,G / FI,141
105144,G / AR,0
105145,G / FI,2
105146,J / FI,1
105147,U / FI,1
105148,G / FA,2
105149,U / FI,2
105150,U / FI,0
105151,J / FI,0
105152,U / FI,598
105153,U / FI,17
105154,G / AR,2
105155,G / FI,3
105156,G / JR,1
105157,G / FI,0
105158,U / FI,15
105159,U / FI,0
105160,G / FI,0
105161,G / FA,15
105162,G / AR,6
105163,G / FI,39
105164,G / FA,1
105165,G / FI,0
105166,U / FA,4
105167,U / AR,6
105168,U / FI,87
105169,G / FI,1
105170,G / FI,2
105171,G / FI,36
105172,G / RA,0
105173,G / AR,0
105174,G / FI,0
105175,G / FI,9
105176,U / FI,13
105177,G / FI,0
105178,G / FI,7
105179,G / FI,12
105180,G / FI,0
105181,G / FI,3
105182,G / RA,0
105183,G / FI,6
105184,G / FI,11
105185,G / JR,3
105186,G / RA,0
105187,G / FI,10
105188,G / TA,8
105189,G / FI,5
105190,U / FI,10
105191,G / FA,0
105192,U / FI,0
105193,G / FI,1
105194,G / FI,5
105195,G / RA,0
105196,G / FI,4
105197,G / AR,0
105198,G / FI,17
105199,G / RA,0
105200,U / FI,17
105201,U / FI,276
105202,U / AR,0
105203,U / RA,1
105204,U / FI,17
105205,U / AR,1
105206,U / FI,386
105207,G / FA,0
105208,G / FI,7
105209,G / JR,9
105210,U / AR,0
105211,U / FI,0
105212,G / FI,1
105213,G / EO,0
105214,G / FI,0
105215,U / FI,18
105216,G / AR,10
105217,G / FI,5
105218,G / FI,0
105219,G / FI,0
105220,G / FI,1
105221,G / FI,0
105222,G / IN,1
105223,G / FI,1
105224,G / AR,1
105225,G / FI,3
105226,G / FA,0
105227,G / FI,21
105228,G / JR,1
105229,G / RA,1
105230,G / FI,0
105231,G / AR,7
105232,G / FI,86
105233,G / FI,35
105234,G / RA,0
105235,G / FI,1
105236,G / JR,0
105237,G / NA,16
105238,G / RA,5
105239,G / AR,1
105240,G / FI,4
105241,U / FI,2
105242,G / AR,5
105243,G / FI,2
105244,G / FI,35
105245,G / FI,1
105246,G / FI,2
105247,G / SP,0
105248,G / FI,3
105249,G / JR,1
105250,G / FI,1
105251,G / RA,0
105252,G / AR,10
105253,G / FI,7
105254,G / RA,0
105255,G / AR,4
105256,G / FI,64
105257,G / RA,0
105258,G / EO,95
105259,G / IN,33
105260,G / FI,0
105261,G / FI,5
105262,G / FI,0
105263,G / AR,2
105264,G / FI,17
105265,G / FA,0
105266,G / FI,1
105267,U / FI,38
105268,G / FI,1597
105269,G / JR,199
105270,G / RA,651
105271,G / FI,3
105272,G / RA,0
105273,G / FI,10
105274,G / JR,2
105275,J / FI,1
105276,G / FI,0
105277,G / AR,5
105278,G / FI,178
105279,G / AR,0
105280,G / FI,299
105281,G / RA,0
105282,G / FI,0
105283,U / FI,1
105284,G / FI,1
105285,G / AR,0
105286,G / AR,1
105287,G / FI,1
105288,G / FI,49
105289,G / RA,0
105290,G / JR,0
105291,G / NA,5443
105292,G / RA,1010
105293,G / AR,260
105294,G / FI,336
105295,U / AR,0
105296,U / FI,9
105297,G / FI,41
105298,G / FI,10
105299,G / FI,295
